publishedAt,title,author,url,urlToImage,description,comment
2017-12-22T16:06:53Z,Trump,,https://samuelmb.deviantart.com/art/Trump-721363113,https://pre00.deviantart.net/526b/th/pre/f/2017/356/0/7/trump_by_samuelmb-dbxhbc9.png,I made this,",m,"
2017-11-09T22:30:00Z,"Trump, Trump, Trump. How about tackling Illinois' problems?",Kristen McQueary,http://www.chicagotribune.com/news/opinion/commentary/ct-perspec-attorney-general-race-madigan-20171109-story.html,http://www.trbimg.com/img-5a04d7a5/turbine/ct-perspec-attorney-general-race-madigan-20171109,"The joke lately isn’t about who is running for Illinois attorney general in 2018. It’s who isn’t. On the Democratic side, at least eight serious contenders say they’re running. It’s a powerhouse posse of former federal prosecutors, lawmakers, political player…",",m,"
2017-11-13T15:57:00Z,Trump,Anne Branigin,http://www.theroot.com/trump-3-duterte-2-dickheads-have-the-weekend-of-their-1820389974,"https://i.kinja-img.com/gawker-media/image/upload/s--JeiBmTAm--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/th6z1viitn4g0idmw48p.jpg","Two of the biggest assholes in the world, Donald Trump and president of the Philippines, Rodrigo Duterte, have expressed mutual admiration for some time. This past weekend, the pair finally got to have the bonding session of their dreams: serenading each othe…",",m,"
2017-12-25T22:09:26Z,TRUMP,,https://traac.deviantart.com/art/TRUMP-721929997,https://img00.deviantart.net/2fdf/i/2017/359/9/9/trump_by_traac-dbxtgr1.jpg,,",m,"
2017-12-09T02:02:22Z,The Latest: Crowd at rally chants 'Trump! Trump! Trump!',AP,https://economictimes.indiatimes.com/news/international/world-news/the-latest-crowd-at-rally-chants-trump-trump-trump/articleshow/61992577.cms,https://img.etimg.com/photo/49057298.cms,8:50 p.m.,",m,"
2017-12-30T02:21:28Z,"Trump, Trump, Trump  the new racist chant against Latinos",San Jose Mercury,https://www.freerepublic.com/focus/f-news/3617986/posts,,"There is a new form of hate speech that white people use to poke at Latinos. It goes like this: Trump! Trump! Trump! As President Trump concludes his first year in office, his street cred as a bully, demagogue and racist is well established. And Latinos …",",m,"
2018-01-16T23:53:10Z,"On DACA, Trump is Trump is Trump",Editorials,http://www.nydailynews.com/opinion/daca-trump-trump-trump-article-1.3760776,http://assets.nydailynews.com/polopoly_fs/1.3760775.1516146682!/img/httpImage/image.jpg_gen/derivatives/landscape_1200/gop-2016-trump-conflicts.jpg,"If you ever find yourself nodding along as President Trump speaks, just wait a little; he’ll disappoint you soon enough.",",m,"
2018-01-19T05:33:38Z,Can the Trump Economy Trump Trump?,Joel Kotkin,http://www.newgeography.com/content/005856-can-trump-economy-trump-trump?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Newgeography+%28Newgeography.com+-+Economic%2C+demographic%2C+and+political+commentary+about+places%29,,"President Trump’s critics find it hard to give him credit for anything, especially given his extraordinary boastfulness. Yet Trump’s economic policies seem to be working. New job numbers are robust, GDP and wages continue to rise, stocks are soaring, unemploy…",",m,"
2018-01-24T09:00:00Z,Can the Trump Economy Trump Trump?,Nick Tell,http://www.nationalreview.com/article/455707/donald-trump-economic-boom-will-republicans-benefit-politically,http://c1.nrostatic.com/sites/default/files/uploaded/trump1200.jpg,"President Trump in the Oval Office after signing directives to impose tariffs, January 23, 2018. (Jonathan Ernst/Reuters) Editor’s Note : The following piece originally appeared in City Journal. It is reprinted here with permission. P resident Trump’s critics…",",m,"
2017-12-09T15:34:35Z,Trump,,https://lefterismavrogiannis.deviantart.com/art/Trump-719213527,https://orig00.deviantart.net/6478/f/2017/343/b/b/trump_by_lefterismavrogiannis-dbw78pj.png,,",m,"
2017-11-11T22:23:44Z,TRUMP,,https://rb26082006.deviantart.com/art/TRUMP-714599513,https://img00.deviantart.net/3faa/i/2017/315/6/0/trump_by_rb26082006-dbtgcih.jpg,,",m,"
2017-11-16T14:51:53Z,Trump,,https://jeremyr10.deviantart.com/art/Trump-715367648,https://img00.deviantart.net/50fc/i/2017/320/6/1/trump_by_jeremyr10-dbtwt7k.png,,",m,"
2017-11-17T18:08:54Z,Trump,Rudolf Vychovaly,https://dribbble.com/shots/3956720-Trump,https://cdn.dribbble.com/users/300405/screenshots/3956720/trump-poster.gif,Trump,",m,"
2017-11-04T18:23:21Z,Trump,,https://ashen-cold.deviantart.com/art/Trump-713369555,https://pre00.deviantart.net/2128/th/pre/f/2017/308/3/e/trump_by_ashen_cold-dbspzgz.png,This image doesn't have any political context and made by entertainment purposes only.,",m,"
2018-01-18T12:02:17Z,Can the Trump Economy Trump Trump?,"Joel Kotkin, City Journal",https://www.realclearpolitics.com/2018/01/18/can_the_trump_economy_trump_trump_431798.html,,"Joel Kotkin, City Journal The president's economic policies are showing marked success, but he may not benefit politically unless he learns how to get out of his own way.",",m,"
2018-01-24T09:00:00Z,Can the Trump Economy Trump Trump?,Joel Kotkin,http://www.nationalreview.com/article/455707/donald-trump-economic-growth-will-republicans-benefit-politically,http://c1.nrostatic.com/sites/default/files/uploaded/trump1200.jpg,"Editor’s Note: The following piece originally appeared in City Journal. It is reprinted here with permission.


	President Trump’s critics find it hard to give him credit for anything, especially given his extraordinary boastfulness. Yet Trump’s economic poli…",",m,"
2017-10-02T12:40:42Z,Trump undermines the Trump administration...,Steve Benen,http://www.msnbc.com/rachel-maddow-show/trump-undermines-the-trump-administration-north-korea,http://www.msnbc.com/sites/msnbc/files/styles/ratio--1_91-1--1200x630/public/664142230.jpg?itok=PbxLD1Xx,Secretary of State Rex Tillerson9s resignation should be a foregone conclusion at this point. Donald Trump is humiliating him on a global scale.,",m,"
2017-10-10T03:00:39Z,Report: Trump loyalist says Trump...,,http://www.msnbc.com/brian-williams/watch/gop-sen-corker-to-nyt-trump-could-lead-us-toward-world-war-iii-1067310659753,http://media1.s-nbcnews.com/j/MSNBC/Components/Video/201710/2017-10-10T03-00-02-133Z--1280x720.video_1067x600.jpg,Pres. Trump9s public feud with outgoing Sen. Bob Corker (R-TN) heats up as new reports state the President is increasingly isolated and tensions are about to boil over among Trump and his staff.,",m,"
2017-10-06T22:14:14Z,"Friedensnobelpreis, Trump | Donald Trump - Friedensnobelpreis",karlderkarpfen,https://www.freitag.de/autoren/karlderkarpfen/donald-trump-friedensnobelpreis-1,https://www.freitag.de/++theme++freitag.theme/build/assets/img/community_social_media_share.jpg,"Wir reiben uns verwundert die Augen: Donald Trump wurde für den Friedensnobelpreis vorgeschlagen....keine ENTE !!!! Als ich heute morgen die Medien checkte, stellte ich mit Überraschung fest, und hielt es zunächst für einen Gag, daß Donald Trump.....ja DER Do…",",m,"
2017-10-28T04:16:22Z,Candidate Trump vs. President Trump,,http://www.msnbc.com/brian-williams/watch/candidate-trump-vs-president-trump-1083390531960,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201710/n_bwms_e_trump_172717_1920x1080.video_1067x600.jpg,"The New Republic’s Elizabeth Drew discusses her new piece “Who Knew Trump Would Be a Weak President.""",",m,"
2018-01-31T06:54:47Z,Donald Trump: Trump wirkt,ZEIT ONLINE: Ausland - Heike Buchter,http://www.zeit.de/politik/ausland/2018-01/donald-trump-usa-wirtschaft-lage-der-nation,http://img.zeit.de/politik/ausland/2018-01/donald-trump-8/wide__1300x731,"Die Beliebtheitswerte des US-Präsidenten mögen noch so schlecht sein, die Unternehmen lieben ihn: Denn er hat die Wirtschaft dereguliert und Steuergeschenke verteilt.",",m,"
2018-02-03T15:19:00Z,Trump claims GOP memo totally vindicates 'Trump',Jenna Johnson,http://www.chicagotribune.com/news/nationworld/politics/ct-trump-memo-20180203-story.html,http://www.trbimg.com/img-5a75d429/turbine/ct-trump-memo-20180203,"President Trump said Saturday morning that a disputed four-page House Intelligence Committee memo, composed by Republicans and declassified by him on Friday, ""totally vindicates 'Trump'” in an FBI investigation into Russian interference in the 2016 election, …",",m,"
2018-02-21T01:00:19Z,"Fmr. Trump aide: Donald Trump ""screws everyone""",,https://www.msnbc.com/the-beat-with-ari-melber/watch/fmr-trump-aide-donald-trump-screws-everyone-1166089283533,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201802/n_ari_samn_180220_1920x1080.1200;630;7;70;5.jpg,"On the day Bob Mueller obtained a guilty plea from a lawyer in the Russia probe, former Trump campaign aide Sam Nunberg, who was cited 19 times in ‘Fire and Fury’, tells Ari Melber he’s “worried” about Trump’s own lawyer Michael Cohen. Nunberg says for the fi…",",m,"
2018-02-27T19:39:00Z,Trump kiest campagneleider voor Trump 2020,km,http://www.standaard.be/cnt/dmf20180227_03380718,https://dsocdn.akamaized.net/Assets/Images_Upload/2018/02/27/ea5cb3be-1bf5-11e8-9bb5-be506db47fb3_web_scale_0.0529982_0.0529982__.jpg,De Amerikaanse president Donald Trump heeft digitale-informatiestrateeg Brad Parscale benoemd tot campagneleider voor de herverkiezing van Trump in 2020.,",m,"
2018-02-18T21:21:58Z,"Trump Is Trump: Yesterday, Today, and Tomorrow","Michael Nelson, Michael Nelson",http://historynewsnetwork.org/article/168141,//historynewsnetwork.org/sites/default/files/168141-ahjasvcdscv.jpg,His real estate background isn’t helping him govern.,",m,"
2018-02-20T18:01:35Z,Trump denies kissing receptionist at Trump Tower,"http://www.dailymail.co.uk/home/search.html?s=&authornamef=Afp, By Afp",http://www.dailymail.co.uk/wires/afp/article-5414303/Trump-denies-kissing-receptionist-Trump-Tower.html,http://i.dailymail.co.uk/1/2018/02/20/18/wire-2342028-1519149693-964_636x382.jpg,"President Donald Trump on Tuesday denied allegations by a former receptionist that he had kissed her without her consent in an elevator lobby of Trump Tower,...",",m,"
2018-02-03T17:52:00Z,Trump: FBI-notat renser fuldstændig 'Trump',,https://www.dr.dk/nyheder/udland/trump-fbi-notat-renser-fuldstaendig-trump,http://www.dr.dk/design/www/global/img/global/DRLogos/DR_logo_new2.jpg,"Men den russiske heksejagt fortsætter, siger USA's præsident.",",m,"
